administrative_code,name,official_name,admin_area,city_level,geonames_id,feature_code,population,longitude,latitude
63526,Covasna,COVASNA,科瓦斯纳县,oras,680430,PPLA2,10979,26.183330,45.850000
63394,Sfântu Gheorghe,SFÂNTU GHEORGHE,科瓦斯纳县,municipiu,667303,PPLA,50080,25.783330,45.866670
63740,Târgu Secuiesc,TÂRGU SECUIESC,科瓦斯纳县,municipiu,665000,PPLA2,20067,26.133330,46.000000
63580,Întorsura Buzăului,ÎNTORSURA BUZĂULUI,科瓦斯纳县,oras,675585,PPLA2,9026,26.033330,45.683330
117827,Iernut,IERNUT,穆列什县,oras,675727,PPLA2,9343,24.250000,46.450000
114710,Luduş,LUDUŞ,穆列什县,oras,674541,PPLA2,17165,24.100000,46.483330
118281,Miercurea Nirajului,MIERCUREA NIRAJULUI,穆列什县,oras,673440,PPLA2,5741,24.800000,46.533330
114809,Reghin,REGHIN,穆列什县,municipiu,668997,PPLA2,0,24.702160,46.774200
114514,Sighișoara,SIGHIŞOARA,穆列什县,municipiu,8436351,PPLA2,34537,24.792790,46.221410
114854,Sovata,SOVATA,穆列什县,oras,666395,PPLA2,11465,25.066670,46.583330
119331,Sângeorgiu de Pădure,SÂNGEORGIU DE PĂDURE,穆列什县,oras,667032,PPLA2,4794,24.842740,46.430610
119242,Sărmaşu,SĂRMAŞU,穆列什县,oras,667966,PPLA2,7371,24.166670,46.750000
114319,Târgu Mureş,TÂRGU MUREŞ,穆列什县,municipiu,665004,PPLA,212752,24.557470,46.542450
114925,Târnăveni,TÂRNĂVENI,穆列什县,municipiu,664963,PPLA2,28634,24.296620,46.331910
119894,Ungheni,UNGHENI,穆列什县,oras,664271,PPLA2,6449,24.466670,46.483330
87219,Aninoasa,ANINOASA,胡内多阿拉县,oras,686315,PPLA2,4998,23.315050,45.409240
87291,Brad,BRAD,胡内多阿拉县,municipiu,683974,PPLA2,15988,22.783330,46.133330
87424,Călan,CĂLAN,胡内多阿拉县,oras,683030,PPLA2,12782,22.983330,45.733330
86687,Deva,DEVA,胡内多阿拉县,municipiu,679452,PPLA2,67802,22.900000,45.883330
89561,Geoagiu,GEOAGIU,胡内多阿拉县,oras,677520,PPLA2,5919,23.200000,45.916670
87576,Haţeg,HAŢEG,胡内多阿拉县,oras,676277,PPLA2,10865,22.950000,45.616670
86810,Hunedoara,HUNEDOARA,胡内多阿拉县,municipiu,675918,PPL,69136,22.900000,45.750000
87059,Lupeni,LUPENI,胡内多阿拉县,municipiu,674295,PPL,30488,23.238320,45.360290
87638,Orăştie,ORĂŞTIE,胡内多阿拉县,municipiu,671757,PPLA2,20763,23.200000,45.833330
87077,Petrila,PETRILA,胡内多阿拉县,oras,670969,PPLA2,25234,23.416670,45.450000
86990,Petroşani,PETROŞANI,胡内多阿拉县,municipiu,670938,PPLA2,44187,23.366670,45.416670
87665,Simeria,SIMERIA,胡内多阿拉县,oras,667121,PPLA2,13827,23.016670,45.850000
87139,Uricani,URICANI,胡内多阿拉县,oras,664163,PPLA2,9924,23.152400,45.337310
87175,Vulcan,VULCAN,胡内多阿拉县,municipiu,662432,PPL,19772,23.266670,45.383330
147358,Broşteni,BROŞTENI,苏恰瓦县,oras,683637,PPLA2,6578,25.700000,47.233330
147633,Cajvana,CAJVANA,苏恰瓦县,oras,683041,PPLA2,7236,25.966670,47.700000
146502,Câmpulung Moldovenesc,CÂMPULUNG MOLDOVENESC,苏恰瓦县,municipiu,681845,PPLA2,19765,25.566670,47.533330
148006,Dolhasca,DOLHASCA,苏恰瓦县,oras,679146,PPLA2,11025,26.600000,47.433330
148612,Frasin,FRASIN,苏恰瓦县,oras,677964,PPLA2,6519,25.800000,47.533330
146539,Fălticeni,FĂLTICENI,苏恰瓦县,municipiu,678459,PPLA2,29576,26.300000,47.450000
