administrative_code,name,admin_area,city_level,geonames_id,wikidata_id,longitude,latitude
0416,Qarah Zia od Din,West Azerbaijan,county_seat,,Q862549,45.025556,38.891389
0405,Salmas,West Azerbaijan,county_seat,,Q765806,44.766667,38.200000
0404,Sardasht,West Azerbaijan,county_seat,,Q862516,45.478889,36.155278
0411,Shahin Dezh,West Azerbaijan,county_seat,,Q862551,46.566667,36.679167
0417,Showt,West Azerbaijan,county_seat,,Q2575075,44.770000,39.219167
0414,Siah Cheshmeh,West Azerbaijan,county_seat,,Q10296798,44.386944,39.072778
0412,Takab,West Azerbaijan,county_seat,,Q766617,47.113056,36.400833
0401,Urmia,West Azerbaijan,county_seat,,Q179665,45.067500,37.548611
2107,Abarkuh,Yazd,county_seat,,Q919547,53.282222,31.128889
2101,Ardakan,Yazd,county_seat,,Q580084,54.018611,32.309444
2108,Ashkezar,Yazd,county_seat,,Q643730,54.204444,32.000000
2102,Bafq,Yazd,county_seat,,Q799795,55.402778,31.605278
2111,Behabad,Yazd,county_seat,,Q2450216,56.023611,31.872778
2109,Herat,Yazd,county_seat,,Q2438142,54.367402,30.058590
2112,Marvast,Yazd,county_seat,,Q2450807,54.211667,30.478333
2104,Mehriz,Yazd,county_seat,,Q888964,54.444566,31.584194
2106,Meybod,Yazd,county_seat,,Q664115,54.016667,32.250000
2103,Taft,Yazd,county_seat,,Q30901,54.202778,31.743889
2105,Yazd,Yazd,county_seat,,Q182394,54.367500,31.897222
2113,Zarch,Yazd,county_seat,,Q2450195,54.231944,31.991111
1908,Ab Bar,Zanjan,county_seat,,Q861916,48.974444,36.922500
1901,Abhar,Zanjan,county_seat,,Q643359,49.218056,36.146667
1907,Khorramdarreh,Zanjan,county_seat,,Q862503,49.186944,36.203056
1909,Mah Neshan,Zanjan,county_seat,,Q2629429,47.672500,36.744167
1903,Qeydar,Zanjan,county_seat,,Q861898,48.591111,36.114722
1910,Soltaniyeh,Zanjan,county_seat,,Q4531,48.797500,36.434722
1904,Zanjan,Zanjan,county_seat,,Q146699,48.483333,36.666667
1906,Zarrinabad,Zanjan,county_seat,,Q862369,48.281944,36.425000
