administrative_code,name,official_name,admin_area,city_level,geonames_id,feature_code,population,longitude,latitude
12543,Valchedram,Вълчедръм,蒙塔纳州,official_town,725683,PPLA2,5207,23.445180,43.692810
12961,Varshets,Вършец,蒙塔纳州,official_town,725623,PPLA2,7512,23.286800,43.193560
44238,Lom,Лом,蒙塔纳州,official_town,729581,PPLA2,18593,23.237930,43.831700
48489,Montana,Монтана,蒙塔纳州,official_town,729114,PPLA,47445,23.221740,43.412850
81390,Chiprovtsi,Чипровци,蒙塔纳州,official_town,732456,PPL,1941,22.880830,43.384170
00415,Alfatar,Алфатар,锡利斯特拉州,official_town,733679,PPLA2,1916,27.285870,43.946910
15031,Glavinitsa,Главиница,锡利斯特拉州,official_town,731415,PPL,2220,26.833330,43.916670
24030,Dulovo,Дулово,锡利斯特拉州,official_town,731818,PPL,6788,27.150000,43.816670
66425,Silistra,Силистра,锡利斯特拉州,official_town,727221,PPLA,29498,27.260560,44.117100
73496,Tutrakan,Тутракан,锡利斯特拉州,official_town,726141,PPLA2,9214,26.612060,44.049060
05611,Borovo,Борово,鲁塞州,official_town,733043,PPLA2,2232,25.808200,43.498020
07603,Byala,Бяла,鲁塞州,official_town,732720,PPL,0,25.733330,43.450000
10803,Vetovo,Ветово,鲁塞州,official_town,725935,PPL,5175,26.266670,43.700000
15151,Glodzhevo,Глоджево,鲁塞州,official_town,731406,PPL,0,26.400000,43.733330
20184,Dve Mogili,Две могили,鲁塞州,official_town,731771,PPLA2,4526,25.874860,43.592580
47336,Marten,Мартен,鲁塞州,official_town,729224,PPL,0,26.083330,43.916670
63427,Ruse,Русе,鲁塞州,official_town,727523,PPLA,121168,25.953400,43.848720
66229,Senovo,Сеново,鲁塞州,official_town,727358,PPL,1459,26.366670,43.650000
67444,Slivo Pole,Сливо поле,鲁塞州,official_town,727067,PPLA2,3252,26.204640,43.942480
