administrative_code,name,official_name,admin_area,city_level,geonames_id,feature_code,population,longitude,latitude
3194449,Nova Gradiška,Nova Gradiška,布罗德-波萨维纳县,official_city,3194449,PPLA2,9820,17.383060,45.255000
3190941,Šibenik,Šibenik,希贝尼克-克宁县,county_capital,3190941,PPLA,31115,15.894200,43.734290
3201162,Drniš,Drniš,希贝尼克-克宁县,official_city,3201162,PPLA2,2752,16.155560,43.862500
3197986,Knin,Knin,希贝尼克-克宁县,official_city,3197986,PPLA2,8262,16.196620,44.040630
3190692,Skradin,Skradin,希贝尼克-克宁县,official_city,3190692,PPLA2,508,15.923610,43.820280
3187489,Vodice,Vodice,希贝尼克-克宁县,official_city,3187489,PPLA2,6592,15.782780,43.760830
3186952,Zadar,Zadar,扎达尔县,county_capital,3186952,PPLA,67309,15.225140,44.115780
3204293,Benkovac,Benkovac,扎达尔县,official_city,3204293,PPLA2,2484,15.612780,44.034440
3204121,Biograd na Moru,Biograd na Moru,扎达尔县,official_city,3204121,PPLA2,5601,15.451940,43.943330
3216446,Nin,Nin,扎达尔县,official_city,3216446,PPLA2,1101,15.178330,44.241390
3194245,Obrovac,Obrovac,扎达尔县,official_city,3194245,PPLA2,793,15.682220,44.200560
3193726,Pag,Pag,扎达尔县,official_city,3193726,PPLA2,2322,15.057500,44.445000
3190261,Split,Split,斯普利特-达尔马提亚县,county_capital,3190261,PPLA,149830,16.439150,43.508910
3199180,Hvar,Hvar,斯普利特-达尔马提亚县,official_city,3199180,PPLA2,3519,16.442780,43.172500
3199111,Imotski,Imotski,斯普利特-达尔马提亚县,official_city,3199111,PPLA2,4008,17.216670,43.446670
3198210,Kaštel Sućurac,Kaštela,斯普利特-达尔马提亚县,official_city,3198210,PPLA2,6544,16.426390,43.550280
3197834,Komiža,Komiža,斯普利特-达尔马提亚县,official_city,3197834,PPLA2,1261,16.093060,43.043060
3195890,Makarska,Makarska,斯普利特-达尔马提亚县,official_city,3195890,PPLA2,12809,17.017780,43.296940
3194114,Omiš,Omiš,斯普利特-达尔马提亚县,official_city,3194114,PPLA2,5985,16.688610,43.444720
3190865,Sinj,Sinj,斯普利特-达尔马提亚县,official_city,3190865,PPLA2,10771,16.639440,43.703610
3190359,Solin,Solin,斯普利特-达尔马提亚县,official_city,3190359,PPLA2,20996,16.493140,43.543200
3189965,Stari Grad,Stari Grad,斯普利特-达尔马提亚县,official_city,3189965,PPLA2,1921,16.597840,43.183870
3189492,Supetar,Supetar,斯普利特-达尔马提亚县,official_city,3189492,PPLA2,3415,16.550830,43.384170
3188830,Trilj,Trilj,斯普利特-达尔马提亚县,official_city,3188830,PPLA2,1906,16.724170,43.618330
3188763,Trogir,Trogir,斯普利特-达尔马提亚县,official_city,3188763,PPLA2,10107,16.251670,43.512500
3187685,Vis,Vis,斯普利特-达尔马提亚县,official_city,3187685,PPLA2,1582,16.183060,43.061940
3187230,Vrgorac,Vrgorac,斯普利特-达尔马提亚县,official_city,3187230,PPLA2,2132,17.371110,43.205830
3187169,Vrlika,Vrlika,斯普利特-达尔马提亚县,official_city,3187169,PPLA2,718,16.398300,43.908280
3201047,Dubrovnik,Dubrovnik,杜布罗夫尼克-内雷特瓦县,county_capital,3201047,PPLA,26922,18.109090,42.641250
3197710,Korčula,Korčula,杜布罗夫尼克-内雷特瓦县,official_city,3197710,PPLA2,2659,17.135250,42.960380
3195222,Metković,Metković,杜布罗夫尼克-内雷特瓦县,official_city,3195222,PPLA2,13971,17.648330,43.054170
3194075,Opuzen,Opuzen,杜布罗夫尼克-内雷特瓦县,official_city,3194075,PPLA2,2355,17.565560,43.015280
3193150,Ploče,Ploče,杜布罗夫尼克-内雷特瓦县,official_city,3193150,PPLA2,4711,17.432780,43.056110
3202888,Čakovec,Čakovec,梅吉穆列县,county_capital,3202888,PPLA,15078,16.433890,46.384440
3194626,Mursko Središće,Mursko Središće,梅吉穆列县,official_city,3194626,PPLA2,3321,16.439380,46.512100
