geonameid,name,asciiname,country_code,admin1_code,admin2_code,admin3_code,admin4_code,feature_class,feature_code,population,latitude,longitude,timezone,geonames_modified_at,in_cities15000,in_cities5000,in_cities1000,in_cities500,assigned_phase
1279423,Zongzhai,Zongzhai,CN,15,6209,,,P,PPLA4,0,39.61667,98.6,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1279428,Zongjia,Zongjia,CN,06,6328,,,P,PPLA4,0,36.25154,96.949,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1279429,Zongga,Zongga,CN,14,5402,,,P,PPLA3,0,29,85.25,Asia/Shanghai,2024-07-12,false,false,true,true,cities1000
1279435,Zito,Zito,CN,14,5403,,,P,PPLA3,0,30.73893,95.83613,Asia/Shanghai,2024-07-12,false,false,true,true,cities1000
1279449,Zhugkyung,Zhugkyung,CN,06,6328,,,P,PPLA4,0,37.59776,99.41418,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1279451,Zhowagoin,Zhowagoin,CN,14,5404,,,P,PPLA3,0,28.6591,97.45065,Asia/Shanghai,2024-07-12,false,false,true,true,cities1000
1279462,Zhoinda,Zhoinda,CN,06,6327,,,P,PPLA4,0,33.20002,97.0305,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1279464,Zhiqu,Zhiqu,CN,06,6327,,,P,PPLA4,0,34.30825,95.50335,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1279471,Zhefang,Zhefang,CN,29,5331,,,P,PPLA4,51477,24.26667,98.28333,Asia/Shanghai,2021-10-15,true,true,true,true,cities15000
1279472,Zhedao,Zhedao,CN,29,5331,,,P,PPLA3,0,24.81934,98.27627,Asia/Shanghai,2021-09-20,false,false,true,true,cities1000
1279485,Zhangfeng,Zhangfeng,CN,29,5331,,,P,PPLA3,53370,24.19064,97.80191,Asia/Shanghai,2024-07-12,true,true,true,true,cities15000
1279489,Zhamog,Zhamog,CN,14,5404,,,P,PPLA3,0,29.86653,95.75903,Asia/Shanghai,2024-07-12,false,false,true,true,cities1000
1279491,Zham,Zham,CN,14,5402,,,P,PPLA4,0,27.98333,85.98333,Asia/Shanghai,2024-07-12,false,false,false,true,cities500
1279497,Zhadong,Zhadong,CN,14,5402,,,P,PPLA3,0,29.65,84.16667,Asia/Shanghai,2024-07-12,false,false,true,true,cities1000
1279501,Zepu,Zepu,CN,13,6531,,,P,PPLA3,51691,38.18867,77.27075,Asia/Urumqi,2022-03-08,true,true,true,true,cities15000
1279503,Xuji,Xuji,CN,06,6328,,,P,PPLA4,0,37.34913,97.83299,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1279509,Zaring,Zaring,CN,14,5406,,,P,PPLA4,0,31.98568,91.70785,Asia/Shanghai,2024-07-12,false,false,false,true,cities500
1279517,Zaqing,Zaqing,CN,06,6327,,,P,PPLA4,0,33.068,95.16901,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1279524,Zangguy,Zangguy,CN,13,6532,,,P,PPL,13027,37.28333,78.76667,Asia/Urumqi,2021-09-20,false,true,true,true,cities5000
1279528,Zala,Zala,CN,14,5406,,,P,PPLA4,0,31.76446,93.60966,Asia/Shanghai,2024-07-12,false,false,false,true,cities500
1279531,Zaindainxoi,Zaindainxoi,CN,14,5406,,,P,PPLA3,0,31.85,93.66667,Asia/Shanghai,2024-07-12,false,false,true,true,cities1000
1279536,Zadoi,Zadoi,CN,06,6327,,,P,PPLA4,0,33.76962,96.74201,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1279548,Yumendong,Yumendong,CN,15,6209,,,P,PPLA4,0,39.8,97.9,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1279552,Yukuriawat,Yukuriawat,CN,13,6531,,,P,PPLA4,0,39.08335,77.56662,Asia/Urumqi,2021-09-20,false,false,false,true,cities500
1279553,Zibihu,Zibihu,CN,29,5329,,,P,PPLA3,56246,26.1143,99.95267,Asia/Shanghai,2024-07-12,true,true,true,true,cities15000
1279554,Yege,Yege,CN,06,6327,,,P,PPLA4,0,34.57502,95.34226,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1279564,Yuepuhu,Yuepuhu,CN,13,6531,,,P,PPLA3,0,39.23503,76.76819,Asia/Urumqi,2025-02-18,false,false,true,true,cities1000
1279575,Yingpan,Yingpan,CN,29,5333,,,P,PPL,37406,26.45,99.15,Asia/Shanghai,2021-10-19,true,true,true,true,cities15000
1279586,Yeyik,Yeyik,CN,13,6532,,,P,PPLA4,0,36.66667,83.23333,Asia/Urumqi,2021-09-20,false,false,false,true,cities500
1279587,Yeniugou,Yeniugou,CN,06,6322,,,P,PPLA4,2747,38.42731,99.51866,Asia/Shanghai,2021-12-17,false,false,true,true,cities1000
1279590,Yengisar,Yengisar,CN,13,6531,,,P,PPL,31113,38.92583,76.17139,Asia/Urumqi,2025-10-10,true,true,true,true,cities15000
1279592,Yanduo,Yanduo,CN,14,5403,,,P,PPLA3,0,30.65722,97.5731,Asia/Shanghai,2024-07-13,false,false,true,true,cities1000
1279602,Qaghiliq,Qaghiliq,CN,13,6531,1279601,,P,PPLA3,0,37.88256,77.41255,Asia/Urumqi,2025-05-07,false,false,true,true,cities1000
1279616,Yantak,Yantak,CN,13,6531,,,P,PPLA4,0,38.99408,77.66083,Asia/Urumqi,2021-09-20,false,false,false,true,cities500
1279624,Yangkang,Yangkang,CN,06,6328,,,P,PPLA4,0,37.68333,98.75,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1279630,Ya’ngan,Ya'ngan,CN,14,5406,,,P,PPLA4,0,31.84372,94.43749,Asia/Shanghai,2024-07-13,false,false,false,true,cities500
1279633,Yanchiwan,Yanchiwan,CN,15,6209,,,P,PPLA4,0,38.98209,96.11373,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1279656,Xungmai,Xungmai,CN,14,5406,,,P,PPLA4,0,31.34087,89.01445,Asia/Shanghai,2024-07-12,false,false,false,true,cities500
1279664,Xueshan,Xueshan,CN,06,6326,,,P,PPLA4,0,34.7947,99.7262,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1279668,Xuelin,Xuelin,CN,29,5308,,,P,PPL,14158,23.02268,99.558,Asia/Shanghai,2021-10-15,false,true,true,true,cities5000
1279681,Quxu,Quxu,CN,14,5401,,,P,PPLA2,41851,29.3554,90.73214,Asia/Shanghai,2025-10-02,true,true,true,true,cities15000
1279689,Xiwu,Xiwu,CN,06,6327,,,P,PPLA4,0,33.13021,97.34694,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1279690,Xitieshan,Xitieshan,CN,06,6328,,,P,PPLA4,0,37.29721,95.51479,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1279693,Xireg,Xireg,CN,06,6328,,,P,PPLA3,0,36.91866,98.44463,Asia/Shanghai,2021-09-20,false,false,true,true,cities1000
1279694,Xinyuan,Xinyuan,CN,06,6328,,,P,PPLA3,0,37.3,99,Asia/Shanghai,2021-09-20,false,false,true,true,cities1000
1279706,Xinba,Xinba,CN,15,6207,,,P,PPLA4,0,39.15821,99.40676,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1279708,Mengka,Mengka,CN,29,5308,,,P,PPL,14096,22.75,99.48333,Asia/Shanghai,2026-03-26,false,true,true,true,cities5000
1279715,Rikaze,Rikaze,CN,14,5402,,,P,PPLA2,80000,29.25,88.88333,Asia/Shanghai,2025-08-19,true,true,true,true,cities15000
1279716,Xidong,Xidong,CN,15,6202,,,P,PPLA4,0,39.6,98.4,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1279724,Xiao Surmang,Xiao Surmang,CN,06,6327,,,P,PPLA4,0,32.35,97.23333,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1279736,Xiangride,Xiangride,CN,06,6328,,,P,PPLA4,0,35.99335,97.88649,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1279739,Xialaxiu,Xialaxiu,CN,06,6327,,,P,PPLA4,0,32.6672,96.61051,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1279741,Xiaheqing,Xiaheqing,CN,15,6209,,,P,PPLA4,0,39.56667,98.96667,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1279742,Xia Dawo,Xia Dawo,CN,06,6326,,,P,PPLA4,0,35.00368,99.26047,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1279743,Xia Boingor,Xia Boingor,CN,06,6326,,,P,PPLA4,0,32.8,99.7,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1279746,Xiexiong,Xiexiong,CN,14,5403,,,P,PPLA4,0,31.41,95.62,Asia/Shanghai,2024-07-12,false,false,false,true,cities500
1279747,Xinji,Xinji,CN,14,5406,,,P,PPLA4,0,30.59754,89.83236,Asia/Shanghai,2024-07-13,false,false,false,true,cities500
1279748,Xekar,Xekar,CN,13,6531,,,P,PPLA4,0,39.81582,77.36649,Asia/Urumqi,2021-09-20,false,false,false,true,cities500
1279749,Xêgar,Xegar,CN,14,5402,,,P,PPLA3,0,28.63333,87.08333,Asia/Shanghai,2024-07-12,false,false,true,true,cities1000
1279754,Xarsingma,Xarsingma,CN,14,5402,,,P,PPLA3,0,27.49402,88.95296,Asia/Shanghai,2024-07-13,false,false,true,true,cities1000
1279758,Xarag,Xarag,CN,06,6328,,,P,PPLA4,0,36.4,98.18333,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1279763,Xangda,Xangda,CN,06,6327,,,P,PPLA3,0,32.20551,96.47809,Asia/Shanghai,2021-09-20,false,false,true,true,cities1000
1279783,Wuqia,Wuqia,CN,13,6530,,,P,PPLA3,0,39.71837,75.25596,Asia/Urumqi,2025-05-15,false,false,true,true,cities1000
1279802,Wendong,Wendong,CN,29,5308,,,P,PPL,14517,23.16667,99.9,Asia/Shanghai,2021-10-15,false,true,true,true,cities5000
1279806,Waxxari,Waxxari,CN,13,6528,,,P,PPLA4,5886,38.68908,87.37218,Asia/Urumqi,2022-02-02,false,true,true,true,cities5000
1279811,Wangdain,Wangdain,CN,14,5402,,,P,PPLA4,0,28.86684,89.15356,Asia/Shanghai,2024-07-12,false,false,false,true,cities500
1279812,Wangda,Wangda,CN,14,5403,,,P,PPLA3,0,29.67445,97.83736,Asia/Shanghai,2024-07-12,false,false,true,true,cities1000
1279842,Tunggar,Tunggar,CN,14,5404,,,P,PPLA4,0,29.0088,93.19239,Asia/Shanghai,2024-07-12,false,false,false,true,cities500
1279843,Tungdor,Tungdor,CN,14,5404,,,P,PPLA3,0,29.2,94.08333,Asia/Shanghai,2024-07-12,false,false,true,true,cities1000
1279844,Tumantale,Tumantale,CN,13,6531,,,P,PPLA4,0,39.15088,77.78813,Asia/Urumqi,2021-09-20,false,false,false,true,cities500
1279860,Darya Boyi,Darya Boyi,CN,13,6532,,,P,PPLA4,1281,38.38333,82,Asia/Urumqi,2022-03-15,false,false,true,true,cities1000
1279864,Tomorlog,Tomorlog,CN,06,6328,,,P,PPLA4,0,38.25555,90.31196,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1279865,Toding,Toding,CN,14,5425,,,P,PPLA3,0,31.48056,79.79803,Asia/Shanghai,2024-07-13,false,false,true,true,cities1000
1279891,Tengyue,Tengyue,CN,29,5305,1279890,,P,PPLA3,127133,24.99492,98.51276,Asia/Shanghai,2024-07-13,true,true,true,true,cities15000
1279901,Tashqorghan,Tashqorghan,CN,13,6531,,,P,PPLA3,8919,37.77763,75.22478,Asia/Urumqi,2026-01-22,false,true,true,true,cities5000
1279903,Tatrang,Tatrang,CN,13,6528,,,P,PPLA4,0,38.46667,85.63333,Asia/Urumqi,2021-09-20,false,false,false,true,cities500
1279921,Tanglag,Tanglag,CN,06,6326,,,P,PPLA4,0,33.9973,99.44638,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1279945,Jiuquan,Jiuquan,CN,15,6209,,,P,PPLA2,428346,39.74318,98.51736,Asia/Shanghai,2025-05-08,true,true,true,true,cities15000
1279965,Songmai,Songmai,CN,32,5133,,,P,PPLA3,0,28.71471,99.28633,Asia/Shanghai,2021-09-20,false,false,true,true,cities1000
1279987,Shule,Shule,CN,13,6531,,,P,PPLA3,0,39.40144,76.05336,Asia/Urumqi,2025-02-18,false,false,true,true,cities1000
1280003,Gar,Gar,CN,14,5425,,,P,PPLA2,24910,32.50124,80.09758,Asia/Shanghai,2025-08-30,true,true,true,true,cities15000
1280004,Shimen,Shimen,CN,29,5329,,,P,PPLA3,0,25.88965,99.36868,Asia/Shanghai,2024-07-12,false,false,true,true,cities1000
1280006,Shigu,Shigu,CN,29,5307,,,P,PPL,21006,26.86852,99.95628,Asia/Shanghai,2021-10-19,true,true,true,true,cities15000
1280008,Dianyang,Dianyang,CN,29,5305,,,P,PPLA3,0,24.70261,99.15919,Asia/Shanghai,2024-07-12,false,false,true,true,cities1000
1280011,Shibaocheng,Shibaocheng,CN,15,6209,,,P,PPLA4,0,39.8,96.06667,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1280013,Shengping,Shengping,CN,29,5334,,,P,PPLA3,0,28.48563,98.91139,Asia/Shanghai,2024-07-13,false,false,true,true,cities1000
1280023,Shangyun,Shangyun,CN,29,5308,,,P,PPL,44918,23.05191,99.82838,Asia/Shanghai,2021-10-15,true,true,true,true,cities15000
1280025,Shanglaxiu,Shanglaxiu,CN,06,6327,,,P,PPLA4,0,32.85399,96.58426,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1280028,Shanggongma,Shanggongma,CN,06,6326,,,P,PPLA4,0,33.83333,99.66667,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1280030,Shang Boingor,Shang Boingor,CN,06,6326,,,P,PPLA4,0,32.9,99.58333,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1280031,Shangpa,Shangpa,CN,29,5333,,,P,PPLA3,30129,26.91948,98.95158,Asia/Shanghai,2024-07-12,true,true,true,true,cities15000
1280037,Shache,Shache,CN,13,6531,1280036,,P,PPL,128145,38.41667,77.24056,Asia/Urumqi,2022-02-04,true,true,true,true,cities15000
1280048,Segong,Segong,CN,14,5406,,,P,PPLA3,0,32.21667,92.11667,Asia/Shanghai,2024-07-12,false,false,true,true,cities1000
1280050,Serikbuya,Serikbuya,CN,13,6531,,,P,PPLA4,0,39.30174,77.81786,Asia/Urumqi,2021-09-20,false,false,false,true,cities500
1280051,Serh,Serh,CN,06,6328,,,P,PPLA4,0,36.94895,98.37463,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1280065,Shinaihai,Shinaihai,CN,06,6325,,,P,PPLA4,0,36.98238,99.62898,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1280079,Sangruma,Sangruma,CN,06,6326,,,P,PPLA4,0,33.65,99.2,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1280103,Samada,Samada,CN,14,5402,,,P,PPLA4,0,28.40407,89.55545,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1280107,Sajia,Sajia,CN,14,5402,,,P,PPLA3,0,28.91667,88.05,Asia/Shanghai,2024-07-12,false,false,true,true,cities1000
1280114,Shading,Shading,CN,14,5403,,,P,PPLA4,0,31.25887,94.49558,Asia/Shanghai,2024-07-12,false,false,false,true,cities500
1280116,Rutog,Rutog,CN,14,5425,,,P,PPLA3,0,33.41844,79.63919,Asia/Shanghai,2021-09-20,false,false,true,true,cities1000
1280122,Ruoqiang,Ruoqiang,CN,13,6528,1280120,,P,PPLA3,9872,39.0197,88.16629,Asia/Urumqi,2025-03-11,false,true,true,true,cities5000
1280124,Ruidian,Ruidian,CN,29,5305,,,P,PPL,28612,25.53171,98.40855,Asia/Shanghai,2021-10-18,true,true,true,true,cities15000
1280135,Rongbo,Rongbo,CN,14,5406,,,P,PPLA4,0,31.55707,94.63278,Asia/Shanghai,2024-07-13,false,false,false,true,cities500
1280148,Rendui,Rendui,CN,14,5402,,,P,PPLA4,0,30.07346,89.10471,Asia/Shanghai,2024-07-13,false,false,false,true,cities500
1280150,Rinbung,Rinbung,CN,14,5402,,,P,PPLA4,0,29.26733,89.80928,Asia/Shanghai,2024-07-12,false,false,false,true,cities500
1280159,Reshui,Reshui,CN,06,6328,,,P,PPLA4,0,36.22036,98.16877,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1280162,Reyu,Reyu,CN,14,5403,,,P,PPLA4,0,31.15956,95.13349,Asia/Shanghai,2024-07-12,false,false,false,true,cities500
1280167,Ramba,Ramba,CN,14,5402,,,P,PPLA4,0,29.13178,90.12772,Asia/Shanghai,2024-07-12,false,false,false,true,cities500
1280174,Racaka,Racaka,CN,14,5403,,,P,PPLA3,0,31.4,96.51667,Asia/Shanghai,2024-07-12,false,false,true,true,cities1000
1280181,Quxar,Quxar,CN,14,5402,,,P,PPLA3,0,29.1,87.65,Asia/Shanghai,2024-07-12,false,false,true,true,cities1000
1280186,Qushi,Qushi,CN,29,5305,,,P,PPL,42380,25.21667,98.6,Asia/Shanghai,2021-10-19,true,true,true,true,cities15000
1280194,Qümong,Quemong,CN,32,5133,,,P,PPLA3,0,32.97771,98.09795,Asia/Shanghai,2021-09-20,false,false,true,true,cities1000
1280227,Chira,Chira,CN,13,6532,,,P,PPLA3,0,36.99996,80.78957,Asia/Urumqi,2025-03-11,false,false,true,true,cities1000
1280228,Qiqing,Qiqing,CN,15,6207,,,P,PPLA4,0,39.18333,98,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1280233,Qingshui,Qingshui,CN,15,6209,,,P,PPLA4,0,39.38333,99.13333,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1280235,Qingshuihe,Qingshuihe,CN,06,6327,,,P,PPLA4,0,33.80385,97.13627,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1280238,Qinglung,Qinglung,CN,14,5406,,,P,PPLA4,0,31.16164,90.66613,Asia/Shanghai,2024-07-12,false,false,false,true,cities500
1280244,Qilanbulak,Qilanbulak,CN,13,6528,,,P,PPLA4,0,38.386,90.15696,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1280245,Qigzhi,Qigzhi,CN,06,6327,,,P,PPLA4,0,34.56839,95.65833,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1280249,Qiemo,Qiemo,CN,13,6528,,,P,PPLA3,18893,38.13387,85.52992,Asia/Urumqi,2025-03-11,true,true,true,true,cities15000
1280267,Qarek,Qarek,CN,13,6531,,,P,PPLA4,29946,38.37222,76.99028,Asia/Urumqi,2022-02-05,true,true,true,true,cities15000
1280277,Qiangqinxue,Qiangqinxue,CN,14,5402,,,P,PPLA3,0,29.26667,89.9,Asia/Shanghai,2024-07-12,false,false,true,true,cities1000
1280281,Qamdo,Qamdo,CN,14,5403,,,P,PPLA2,86280,31.1304,97.17982,Asia/Shanghai,2025-08-19,true,true,true,true,cities15000
1280284,Jiajuedibu,Jiajuedibu,CN,14,5406,,,P,PPLA3,0,30.93333,88.63333,Asia/Shanghai,2024-07-13,false,false,true,true,cities1000
1280289,Qiaze,Qiaze,CN,14,5406,,,P,PPLA4,0,31.70892,93.17429,Asia/Shanghai,2024-07-13,false,false,false,true,cities500
1280295,Qagan Us,Qagan Us,CN,06,6328,,,P,PPLA3,0,36.39719,98.01222,Asia/Shanghai,2021-09-20,false,false,true,true,cities1000
1280306,Puqu,Puqu,CN,14,5404,,,P,PPLA4,0,29.4697,94.41726,Asia/Shanghai,2024-07-13,false,false,false,true,cities500
1280317,Pubu,Pubu,CN,14,5406,,,P,PPLA3,0,31.39625,90.00958,Asia/Shanghai,2024-07-13,false,false,true,true,cities1000
1280327,Guma,Guma,CN,13,6532,,,P,PPLA3,0,37.59929,78.27545,Asia/Urumqi,2025-03-11,false,false,true,true,cities1000
1280328,Yingjiang,Yingjiang,CN,29,5331,,,P,PPLA3,80481,24.71022,97.93671,Asia/Shanghai,2021-10-15,true,true,true,true,cities15000
1280350,Paingar,Paingar,CN,14,5406,,,P,PPLA4,0,31.19793,94.03543,Asia/Shanghai,2024-07-13,false,false,false,true,cities500
1280354,Pagri,Pagri,CN,14,5402,,,P,PPLA4,0,27.75,89.16667,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1280355,Kequ,Kequ,CN,06,6326,,,P,PPLA3,0,33.96865,99.90097,Asia/Shanghai,2021-09-20,false,false,true,true,cities1000
1280356,Pagnag,Pagnag,CN,14,5406,,,P,PPLA3,0,32.26986,91.68101,Asia/Shanghai,2024-07-13,false,false,true,true,cities1000
1280361,Oytograk,Oytograk,CN,13,6532,,,P,PPLA4,18271,36.83333,81.93333,Asia/Urumqi,2022-03-15,true,true,true,true,cities15000
1280362,A’yi Take,A'yi Take,CN,13,6530,,,P,PPLA4,0,38.95303,75.42783,Asia/Urumqi,2021-09-20,false,false,false,true,cities500
1280374,Wosai,Wosai,CN,06,6326,,,P,PPLA4,0,33.61667,99.8,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1280394,Nyima,Nyima,CN,14,5406,,,P,PPLA4,0,31.75928,92.25355,Asia/Shanghai,2024-07-13,false,false,false,true,cities500
1280395,Nyima,Nyima,CN,14,5406,,,P,PPLA4,0,31.54353,92.7324,Asia/Shanghai,2024-07-13,false,false,false,true,cities500
1280400,Nieru,Nieru,CN,14,5402,,,P,PPLA4,0,28.52517,89.85041,Asia/Shanghai,2024-07-13,false,false,false,true,cities500
1280402,Nyêmo,Nyemo,CN,14,5401,,,P,PPL,29989,29.43736,90.14849,Asia/Shanghai,2025-10-02,true,true,true,true,cities15000
1280412,Nyagla,Nyagla,CN,06,6327,,,P,PPLA4,0,32.04136,96.84065,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1280416,Nur,Nur,CN,13,6532,,,P,PPLA4,0,36.32472,81.05972,Asia/Urumqi,2021-09-20,false,false,false,true,cities500
1280425,Luobuqiongzi,Luobuqiongzi,CN,14,5402,,,P,PPLA3,42551,29.16667,89.25,Asia/Shanghai,2025-05-08,true,true,true,true,cities15000
1280432,Nomhon,Nomhon,CN,06,6328,,,P,PPLA4,0,36.37056,96.40821,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1280466,Ngamring,Ngamring,CN,14,5402,,,P,PPLA3,0,29.23333,87.16667,Asia/Shanghai,2024-07-13,false,false,true,true,cities1000
1280477,Geji,Geji,CN,14,5425,,,P,PPLA3,0,32.39545,81.13972,Asia/Shanghai,2024-07-13,false,false,true,true,cities1000
1280483,Nanhua,Nanhua,CN,15,6207,,,P,PPLA4,0,39.31667,99.78333,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1280485,Nangxian,Nangxian,CN,14,5404,,,P,PPLA3,0,29.04701,93.08795,Asia/Shanghai,2024-07-13,false,false,true,true,cities1000
1280490,Wenquan,Wenquan,CN,06,6325,,,P,PPLA4,0,35.21665,99.66273,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1280491,Namsai,Namsai,CN,06,6327,,,P,PPLA4,0,32.78552,95.61479,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1280495,Namling,Namling,CN,14,5402,,,P,PPLA3,0,29.68527,89.09556,Asia/Shanghai,2024-07-13,false,false,true,true,cities1000
1280509,Nailung,Nailung,CN,14,5404,,,P,PPLA4,0,29.1141,93.86873,Asia/Shanghai,2024-07-13,false,false,false,true,cities500
1280517,Nagqu,Nagqu,CN,14,5406,,,P,PPLA2,30000,31.47678,92.05729,Asia/Shanghai,2025-08-19,true,true,true,true,cities15000
1280528,Muri,Muri,CN,06,6328,,,P,PPLA4,0,38.13333,99.06667,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1280539,Mozhong,Mozhong,CN,06,6327,,,P,PPLA4,0,32.26974,96.82032,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1280541,Qaraqash,Qaraqash,CN,13,6532,,,P,PPLA3,66541,37.27246,79.73438,Asia/Urumqi,2022-03-31,true,true,true,true,cities15000
1280553,Minghai,Minghai,CN,15,6207,,,P,PPLA4,0,39.5,99.41667,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1280555,Niya,Niya,CN,13,6532,,,P,PPLA3,0,37.06543,82.68041,Asia/Urumqi,2025-03-11,false,false,true,true,cities1000
1280564,Mengsuo,Mengsuo,CN,29,5308,,,P,PPLA3,0,22.60199,99.55137,Asia/Shanghai,2024-07-13,false,false,true,true,cities1000
1280568,Mengmeng,Mengmeng,CN,29,5309,,,P,PPLA3,0,23.46502,99.80206,Asia/Shanghai,2024-07-13,false,false,true,true,cities1000
1280570,Mengmao,Mengmao,CN,29,5331,,,P,PPLA3,112578,24.00139,97.86499,Asia/Shanghai,2021-10-15,true,true,true,true,cities15000
1280574,Menglang,Menglang,CN,29,5308,,,P,PPLA3,86877,22.56214,99.91029,Asia/Shanghai,2024-07-13,true,true,true,true,cities15000
1280579,Mengdong,Mengdong,CN,29,5309,,,P,PPLA3,0,23.16152,99.20226,Asia/Shanghai,2024-07-13,false,false,true,true,cities1000
1280590,Motuo,Motuo,CN,14,5404,,,P,PPLA3,3157,29.31329,95.30741,Asia/Shanghai,2025-06-06,false,false,true,true,cities1000
1280604,Mekit,Mekit,CN,13,6531,,,P,PPLA3,0,38.89697,77.63911,Asia/Urumqi,2022-02-17,false,false,true,true,cities1000
1280623,Mangshi,Mangshi,CN,29,5331,1280660,,P,PPLA4,46353,24.45329,98.57037,Asia/Shanghai,2024-02-29,true,true,true,true,cities15000
1280625,Mangnai Zhen,Mangnai Zhen,CN,06,,,,P,PPL,18856,38.38554,90.15553,Asia/Shanghai,2023-09-01,true,true,true,true,cities15000
1280645,Maindong,Maindong,CN,14,5425,,,P,PPLA3,0,31.33333,85.41667,Asia/Shanghai,2024-07-13,false,false,true,true,cities1000
1280651,Madoi,Madoi,CN,06,6327,,,P,PPLA4,0,35.02494,96.37157,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1280654,Machali,Machali,CN,06,6326,,,P,PPLA3,0,34.93333,98.23333,Asia/Shanghai,2021-09-20,false,false,true,true,cities1000
1280659,Luzhang,Luzhang,CN,29,5333,,,P,PPLA3,0,25.97309,98.82345,Asia/Shanghai,2021-09-20,false,false,true,true,cities1000
1280665,Luocheng,Luocheng,CN,15,6207,,,P,PPLA4,0,39.68274,99.55445,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1280672,Lungmar,Lungmar,CN,14,5402,,,P,PPLA4,0,28.85816,89.94036,Asia/Shanghai,2024-07-13,false,false,false,true,cities500
1280678,Lunang,Lunang,CN,14,5404,,,P,PPLA4,0,29.73349,94.72614,Asia/Shanghai,2024-07-13,false,false,false,true,cities500
1280679,Luring,Luring,CN,14,5425,,,P,PPLA3,0,32.26667,84.2,Asia/Shanghai,2024-07-13,false,false,true,true,cities1000
1280691,Lop,Lop,CN,13,6532,,,P,PPLA3,18127,37.07891,80.18182,Asia/Urumqi,2025-12-25,true,true,true,true,cities15000
1280694,Longshan,Longshan,CN,29,5305,,,P,PPLA3,65192,24.60089,98.70418,Asia/Shanghai,2026-03-26,true,true,true,true,cities15000
1280703,Liuku,Liuku,CN,29,5333,,,P,PPLA3,63013,25.8505,98.85567,Asia/Shanghai,2021-10-19,true,true,true,true,cities15000
1280706,Linshui,Linshui,CN,15,6209,,,P,PPLA4,0,39.78916,98.79039,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1280708,Lingti,Lingti,CN,14,5406,,,P,PPLA4,0,30.95818,92.5753,Asia/Shanghai,2024-07-13,false,false,false,true,cities500
1280713,Lianhua,Lianhua,CN,15,6207,,,P,PPLA4,0,39.63333,99.1,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1280737,Lhasa,Lhasa,CN,14,5401,,,P,PPLA,118721,29.65,91.1,Asia/Shanghai,2026-04-13,true,true,true,true,cities15000
