geonameid,name,asciiname,country_code,admin1_code,admin2_code,admin3_code,admin4_code,feature_class,feature_code,population,latitude,longitude,timezone,geonames_modified_at,in_cities15000,in_cities5000,in_cities1000,in_cities500,assigned_phase
1924273,Paishan,Paishan,CN,03,3611,,,P,PPLA4,0,28.45956,118.27939,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924275,Puqian,Puqian,CN,03,3611,,,P,PPLA4,0,28.47333,117.61361,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924280,Shehou,Shehou,CN,03,3611,,,P,PPLA4,0,28.48011,118.36733,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924288,Wucun,Wucun,CN,03,3611,,,P,PPLA4,0,28.49891,118.27715,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924305,Huqiao,Huqiao,CN,03,3611,,,P,PPLA4,0,28.54833,118.15778,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924314,Xianyan,Xianyan,CN,03,,,,P,PPLA4,0,28.57333,118.39417,Asia/Shanghai,2012-01-19,false,false,false,true,cities500
1924318,Hufeng,Hufeng,CN,03,3611,,,P,PPLA4,0,28.59028,118.19083,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924343,Liudu,Liudu,CN,03,3611,,,P,PPLA4,0,28.64612,118.30518,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924348,Linhu,Linhu,CN,03,3611,,,P,PPLA4,0,28.65958,117.93768,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924354,Shangfang,Shangfang,CN,03,3611,,,P,PPLA4,0,28.67833,117.04583,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924365,Yanrui,Yanrui,CN,03,3611,,,P,PPLA4,0,28.71399,118.33715,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924377,Siguqiao,Siguqiao,CN,03,3611,,,P,PPLA4,0,28.74677,118.26191,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924384,Baiyun,Baiyun,CN,03,3611,,,P,PPLA4,0,28.75779,118.32593,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924385,Zhangcun,Zhangcun,CN,03,3611,,,P,PPLA4,0,28.76023,117.56065,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924418,Lilin,Lilin,CN,03,3602,,,P,PPLA4,0,28.86338,117.16505,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924452,Wukou,Wukou,CN,03,3602,,,P,PPLA4,0,28.98062,117.23916,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924460,Gaojia,Gaojia,CN,03,3602,,,P,PPLA4,0,29.00111,117.3825,Asia/Shanghai,2021-09-19,false,false,false,true,cities500
1924461,Tanbuqiao,Tanbuqiao,CN,03,3611,,,P,PPLA4,0,29.00701,117.62965,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924513,Liyang,Liyang,CN,03,3602,,,P,PPLA4,0,29.22064,117.03697,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924521,Zhentou,Zhentou,CN,03,3611,,,P,PPLA4,0,29.26677,117.46827,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924522,Longshan,Longshan,CN,03,3611,,,P,PPLA4,0,29.27061,117.68489,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924537,Jialu,Jialu,CN,03,3611,,,P,PPLA4,0,29.3532,117.62056,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924657,Bailu,Bailu,CN,03,3610,,,P,PPLA4,0,27.91014,116.19944,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924660,Baimaqiao,Baimaqiao,CN,03,3611,,,P,PPLA4,0,28.6401,116.73804,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924665,Baixu,Baixu,CN,03,3601,,,P,PPLA4,0,28.26156,116.25249,Asia/Shanghai,2021-09-19,false,false,false,true,cities500
1924668,Bajiang,Bajiang,CN,03,3608,,,P,PPLA4,0,27.20363,115.35152,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924677,Beigang,Beigang,CN,03,3609,,,P,PPLA4,0,27.92873,115.09341,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924692,Changjun,Changjun,CN,03,3601,,,P,PPLA4,0,28.86618,115.71419,Asia/Shanghai,2021-09-19,false,false,false,true,cities500
1924700,Chenfangji,Chenfangji,CN,03,3610,,,P,PPLA4,0,28.05939,116.55376,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924710,Chonggang,Chonggang,CN,03,3610,,,P,PPLA4,0,27.91126,116.37424,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924728,Daqiao,Daqiao,CN,03,3609,,,P,PPLA4,0,28.05453,115.5806,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924730,Datang,Datang,CN,03,3611,,,P,PPLA4,0,28.7796,116.51844,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924735,Dayangzhou,Dayangzhou,CN,03,3609,,,P,PPLA4,0,27.90059,115.44898,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924739,Dengdun,Dengdun,CN,03,3611,,,P,PPLA4,0,28.3996,116.57632,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924740,Dengfang,Dengfang,CN,03,3610,,,P,PPLA4,0,27.81112,116.5249,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924751,Dinghu,Dinghu,CN,03,3601,,,P,PPLA4,0,28.83756,115.54494,Asia/Shanghai,2021-09-19,false,false,false,true,cities500
1924769,Dongxin,Dongxin,CN,03,3601,,,P,PPLA4,0,28.58932,115.82777,Asia/Shanghai,2021-09-19,false,false,false,true,cities500
1924770,Dongyuan,Dongyuan,CN,03,3611,,,P,PPLA4,0,28.77049,116.4486,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924774,Duantan,Duantan,CN,03,3601,,,P,PPLA4,0,28.26846,115.95242,Asia/Shanghai,2021-09-19,false,false,false,true,cities500
1924778,Ducheng,Ducheng,CN,03,3609,,,P,PPLA4,0,28.23346,115.49153,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924803,Fubei,Fubei,CN,03,3610,,,P,PPLA4,0,28.00653,116.2928,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924809,Gangshang,Gangshang,CN,03,3601,,,P,PPLA4,0,28.41721,115.86328,Asia/Shanghai,2021-09-19,false,false,false,true,cities500
1924813,Gaoping,Gaoping,CN,03,3610,,,P,PPLA4,0,27.92713,116.15487,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924835,Gugang,Gugang,CN,03,3610,,,P,PPLA4,0,27.38413,116.00116,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924839,Hangbu,Hangbu,CN,03,3610,,,P,PPLA4,0,27.8153,116.24578,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924845,Hebu,Hebu,CN,03,3610,,,P,PPLA4,0,27.78825,116.39827,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924848,Heling,Heling,CN,03,3609,,,P,PPLA4,0,28.35314,115.41082,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924858,Heshan,Heshan,CN,03,3611,,,P,PPLA4,0,28.59817,116.55225,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924868,Hongjiazui,Hongjiazui,CN,03,3611,,,P,PPLA4,0,28.6991,116.65764,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924880,Houtian,Houtian,CN,03,3601,,,P,PPLA4,0,28.46522,115.7906,Asia/Shanghai,2021-09-19,false,false,false,true,cities500
1924884,Hualingang,Hualingang,CN,03,3611,,,P,PPLA4,0,28.70633,116.69307,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924887,Huangcheng,Huangcheng,CN,03,3609,,,P,PPLA4,0,28.36016,115.56156,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924892,Huangma,Huangma,CN,03,3601,,,P,PPLA4,0,28.35209,116.01197,Asia/Shanghai,2021-09-19,false,false,false,true,cities500
1924895,Huangxi,Huangxi,CN,03,3606,,,P,PPLA4,0,28.33408,116.8767,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924901,Huangzhuang,Huangzhuang,CN,03,3606,,,P,PPLA4,0,28.47728,116.95165,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924905,Hutang,Hutang,CN,03,3609,,,P,PPLA4,0,28.32362,115.61211,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924910,Huxu,Huxu,CN,03,3610,,,P,PPLA4,0,28.17702,116.57448,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924922,Jiaokeng,Jiaokeng,CN,03,3609,,,P,PPLA4,0,27.75572,115.81605,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924933,Jingkou,Jingkou,CN,03,3601,,,P,PPLA4,0,28.65148,116.16057,Asia/Shanghai,2021-09-19,false,false,false,true,cities500
1924937,Jinqiao,Jinqiao,CN,03,3601,,,P,PPLA4,0,28.96994,115.90851,Asia/Shanghai,2021-09-19,false,false,false,true,cities500
1924939,Jinshanzui,Jinshanzui,CN,03,3611,,,P,PPLA4,0,28.73351,116.56033,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924965,Lehua,Lehua,CN,03,3601,,,P,PPLA4,0,28.82105,115.86489,Asia/Shanghai,2021-09-19,false,false,false,true,cities500
1924968,Liancheng,Liancheng,CN,03,3610,,,P,PPLA4,0,27.89256,116.30715,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924993,Liugongmiao,Liugongmiao,CN,03,3609,,,P,PPLA4,0,28.11053,115.30574,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1924995,Liuhu,Liuhu,CN,03,3601,,,P,PPLA4,0,28.46975,115.72189,Asia/Shanghai,2021-09-19,false,false,false,true,cities500
1925002,Longhushan,Longhushan,CN,03,3606,,,P,PPLA4,0,28.12346,116.97592,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925003,Longtan,Longtan,CN,03,3609,,,P,PPLA4,0,28.39259,115.23727,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925004,Longxi,Longxi,CN,03,3610,,,P,PPLA4,0,27.71399,116.28787,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925008,Lufang,Lufang,CN,03,3610,,,P,PPLA4,0,28.01048,116.82055,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925026,Luoshi,Luoshi,CN,03,3609,,,P,PPLA4,0,27.99225,115.82965,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925027,Luoting,Luoting,CN,03,3601,,,P,PPLA4,0,28.89012,115.78707,Asia/Shanghai,2021-09-19,false,false,false,true,cities500
1925029,Luozhen,Luozhen,CN,03,3610,,,P,PPLA4,0,28.12048,116.26273,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925031,Lusigang,Lusigang,CN,03,3611,,,P,PPLA4,0,28.75433,116.64983,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925033,Ma’an,Ma'an,CN,03,3610,,,P,PPLA4,0,27.74126,115.90438,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925037,Mahong,Mahong,CN,03,3605,,,P,PPLA4,0,27.91907,115.01753,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925044,Maopai,Maopai,CN,03,3610,,,P,PPLA4,0,27.62461,116.50517,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925046,Maqiu,Maqiu,CN,03,3601,,,P,PPLA4,0,28.67109,116.07842,Asia/Shanghai,2021-09-19,false,false,false,true,cities500
1925051,Meiling,Meiling,CN,03,3601,,,P,PPLA4,0,28.79225,115.74502,Asia/Shanghai,2021-09-19,false,false,false,true,cities500
1925076,Nantai,Nantai,CN,03,3601,,,P,PPLA4,0,28.49152,116.40419,Asia/Shanghai,2021-09-19,false,false,false,true,cities500
1925091,Pengzhou,Pengzhou,CN,03,3610,,,P,PPLA4,0,27.49205,115.72425,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925100,Qiaole,Qiaole,CN,03,3601,,,P,PPLA4,0,28.64414,115.56375,Asia/Shanghai,2021-09-19,false,false,false,true,cities500
1925107,Qidu,Qidu,CN,03,3608,,,P,PPLA4,0,27.2756,115.55631,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925110,Qiligang,Qiligang,CN,03,3610,,,P,PPLA4,0,28.0097,116.42416,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925117,Qingyun,Qingyun,CN,03,3611,,,P,PPLA4,0,28.66208,116.92472,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925122,Quanling,Quanling,CN,03,3601,,,P,PPLA4,0,28.37799,116.07202,Asia/Shanghai,2021-09-19,false,false,false,true,cities500
1925127,Raobu,Raobu,CN,03,3611,,,P,PPLA4,0,28.87859,116.94728,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925128,Raofeng,Raofeng,CN,03,3611,,,P,PPLA4,0,28.95639,116.81944,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925131,Rongtang,Rongtang,CN,03,3609,,,P,PPLA4,0,28.10862,115.71516,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925134,Sangtian,Sangtian,CN,03,3610,,,P,PPLA4,0,27.12578,116.56666,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925139,Sanshan,Sanshan,CN,03,3610,,,P,PPLA4,0,27.84198,115.98771,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925155,Shanghu,Shanghu,CN,03,3609,,,P,PPLA4,0,28.34659,115.32742,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925204,Shuangcun,Shuangcun,CN,03,3608,,,P,PPLA4,0,27.39386,115.21814,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925221,Songhu,Songhu,CN,03,3610,,,P,PPLA4,0,27.90805,116.47421,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925229,Sundu,Sundu,CN,03,3609,,,P,PPLA4,0,28.1395,115.76495,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925231,Tacheng,Tacheng,CN,03,3601,,,P,PPLA4,0,28.50673,116.09373,Asia/Shanghai,2021-09-19,false,false,false,true,cities500
1925240,Tangang,Tangang,CN,03,3610,,,P,PPLA4,0,27.41714,115.75305,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925252,Taobei,Taobei,CN,03,3610,,,P,PPLA4,0,27.63188,116.2704,Asia/Shanghai,2024-07-12,false,false,false,true,cities500
1925253,Taohua,Taohua,CN,03,3601,,,P,PPLA4,0,28.65338,115.87306,Asia/Shanghai,2021-09-19,false,false,false,true,cities500
1925254,Taoxi,Taoxi,CN,03,3608,,,P,PPLA4,0,27.7823,115.58172,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925256,Taoyuan,Taoyuan,CN,03,3610,,,P,PPLA4,0,27.63758,116.04055,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925261,Tiannan,Tiannan,CN,03,3609,,,P,PPLA4,0,28.10676,115.10727,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925269,Tonglin,Tonglin,CN,03,3608,,,P,PPLA4,0,27.51229,115.4188,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925274,Wanchong,Wanchong,CN,03,3610,,,P,PPLA4,0,27.2127,115.70175,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925277,Wangcheng,Wangcheng,CN,03,3601,,,P,PPLA4,0,28.67335,115.78138,Asia/Shanghai,2021-09-19,false,false,false,true,cities500
1925279,Wangjia,Wangjia,CN,03,3611,,,P,PPLA4,0,28.70907,116.9386,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925299,Wuyang,Wuyang,CN,03,3601,,,P,PPLA4,0,28.51878,116.01045,Asia/Shanghai,2021-09-19,false,false,false,true,cities500
1925311,Xiangshan,Xiangshan,CN,03,3601,,,P,PPLA4,0,28.95348,115.98097,Asia/Shanghai,2021-09-19,false,false,false,true,cities500
1925312,Xiangshan,Xiangshan,CN,03,3610,,,P,PPLA4,0,27.55708,116.03011,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925320,Xiaohuang,Xiaohuang,CN,03,3610,,,P,PPLA4,0,28.31222,116.70972,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925325,Xiaotang,Xiaotang,CN,03,3609,,,P,PPLA4,0,28.20853,115.91202,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925363,Xixia,Xixia,CN,03,3601,,,P,PPLA4,0,28.85855,115.84326,Asia/Shanghai,2021-09-19,false,false,false,true,cities500
1925367,Xufang,Xufang,CN,03,3610,,,P,PPLA4,0,27.65317,116.21872,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925368,Xushangqiao,Xushangqiao,CN,03,3610,,,P,PPLA4,0,28.22879,116.54639,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925370,Yanbei,Yanbei,CN,03,3608,,,P,PPLA4,0,27.36974,115.53234,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925380,Yangqiaodian,Yangqiaodian,CN,03,3610,,,P,PPLA4,0,28.37161,116.54184,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925381,Yangshan,Yangshan,CN,03,3609,,,P,PPLA4,0,28.76147,115.0287,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925382,Yangsi,Yangsi,CN,03,3604,,,P,PPLA4,0,28.99378,115.75551,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925393,Tianjingyuan,Tianjingyuan,CN,03,3610,,,P,PPLA4,0,27.53171,116.6473,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925398,Yaotian,Yaotian,CN,03,3608,,,P,PPLA4,0,27.12964,115.62079,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925399,Yaoxu,Yaoxu,CN,03,3610,,,P,PPLA4,0,28.1096,116.79311,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925413,Yonghe,Yonghe,CN,03,3608,,,P,PPLA4,0,27.03111,115.01469,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925418,Yuandu,Yuandu,CN,03,3609,,,P,PPLA4,0,28.26364,116.04724,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925446,Zhangxiang,Zhangxiang,CN,03,3609,,,P,PPLA4,0,28.14961,115.91308,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925449,Zhangshan,Zhangshan,CN,03,3608,,,P,PPLA4,0,27.18495,115.04408,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925456,Zhanxu,Zhanxu,CN,03,3610,,,P,PPLA4,0,28.22011,116.42363,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925457,Zhaobu,Zhaobu,CN,03,3601,,,P,PPLA4,0,28.56996,116.26248,Asia/Shanghai,2021-09-19,false,false,false,true,cities500
1925460,Zhenkou,Zhenkou,CN,03,3610,,,P,PPLA4,0,27.39879,116.34287,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925493,Zuofang,Zuofang,CN,03,3610,,,P,PPLA4,0,27.82328,116.75091,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1925756,Changping,Changping,CN,09,4108,,,P,PPLA4,0,35.24083,112.92667,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927332,Xingsha,Xingsha,CN,11,4301,,,P,PPLA3,0,28.23972,113.08778,Asia/Shanghai,2021-09-20,false,false,true,true,cities1000
1927362,Beizhouzi,Beizhouzi,CN,11,4309,,,P,PPLA4,0,29.16528,112.6875,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927377,Chating,Chating,CN,11,4306,,,P,PPLA4,0,28.4975,112.92611,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927408,Daweishan,Daweishan,CN,11,4301,,,P,PPLA4,0,28.46186,114.00785,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927421,Dongjing,Dongjing,CN,11,4301,,,P,PPLA4,0,28.08736,113.02881,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927422,Dongtang,Dongtang,CN,11,4306,,,P,PPLA4,0,28.7775,112.96917,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927433,Fanjiayuan,Fanjiayuan,CN,11,4306,,,P,PPLA4,0,28.88556,113.08722,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927466,Guantouzui,Guantouzui,CN,11,4307,,,P,PPLA4,0,29.05268,112.00184,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927478,Heishanzui,Heishanzui,CN,11,4307,,,P,PPLA4,0,29.11189,112.00873,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927514,Huangzhuzhou,Huangzhuzhou,CN,11,4307,,,P,PPLA4,0,29.11739,112.08466,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927525,Jiangjiazui,Jiangjiazui,CN,11,4307,,,P,PPLA4,0,28.82167,112.22111,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927549,Liulinzhou,Liulinzhou,CN,11,4306,,,P,PPLA3,0,29.42857,113.02404,Asia/Shanghai,2025-03-12,false,false,true,true,cities1000
1927558,Leifeng,Leifeng,CN,11,4301,,,P,PPL,28014,28.2,112.84611,Asia/Shanghai,2025-09-14,true,true,true,true,cities15000
1927584,Longmen,Longmen,CN,11,4306,,,P,PPLA4,0,28.80909,114.05276,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927633,Muyun,Muyun,CN,11,4301,,,P,PPLA4,0,28.03333,112.97694,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927639,Yueyang,Yueyang,CN,11,4306,,,P,PPL,991465,29.37455,113.09481,Asia/Shanghai,2021-10-11,true,true,true,true,cities15000
1927666,Qiaokou,Qiaokou,CN,11,4306,,,P,PPLA4,0,28.5025,112.73333,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927669,Qiaoyi,Qiaoyi,CN,11,4301,,,P,PPLA4,0,28.41722,112.92028,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927679,Datong,Datong,CN,11,4309,,,P,PPLA4,0,29.06083,112.41611,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927683,Sanchahe,Sanchahe,CN,11,4309,,,P,PPLA4,0,29.11778,112.29806,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927697,Qingtan,Qingtan,CN,11,4306,,,P,PPLA4,0,28.85972,112.84444,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927717,Shimeitang,Shimeitang,CN,11,4307,,,P,PPLA4,0,29.19363,112.07017,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927734,Sijihong,Sijihong,CN,11,4309,,,P,PPLA4,0,29.10611,112.57056,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927736,Songmutang,Songmutang,CN,11,4309,,,P,PPLA4,0,28.31889,112.08194,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927765,Tuanzhou,Tuanzhou,CN,11,4306,,,P,PPLA4,0,29.3325,112.77222,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927805,Cuiping,Cuiping,CN,11,4301,,,P,PPLA4,0,28.24086,112.09975,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927813,Baisha,Baisha,CN,11,4309,,,P,PPLA4,0,28.94389,112.37917,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927820,Xinhe,Xinhe,CN,11,4306,,,P,PPLA4,0,29.42694,112.51972,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927827,Xintang,Xintang,CN,11,4306,,,P,PPLA4,0,28.99972,113.03417,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927867,Yuejiaqiao,Yuejiaqiao,CN,11,4309,,,P,PPLA4,0,28.32974,112.43658,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927870,Yujia’ao,Yujia'ao,CN,11,4301,,,P,PPLA4,0,28.19408,112.2626,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927873,Yuhua,Yuhua,CN,11,4306,,,P,PPLA4,0,28.58111,112.95333,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927890,Zhonghekou,Zhonghekou,CN,11,4307,,,P,PPLA4,0,29.32181,111.98759,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927896,Zhouwenmiao,Zhouwenmiao,CN,11,4307,,,P,PPLA4,0,28.9121,112.0517,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927922,Yanwukou,Yanwukou,CN,11,4308,,,P,PPLA4,0,29.50138,109.91646,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927925,Shigaoshan,Shigaoshan,CN,11,4331,,,P,PPLA4,0,29.51358,109.46532,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927926,Xincheng,Xincheng,CN,11,4331,,,P,PPLA4,0,29.46207,109.45826,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927930,Bixidong,Bixidong,CN,11,4331,,,P,PPLA4,0,29.38414,109.68811,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927931,Xiluo,Xiluo,CN,11,4331,,,P,PPLA4,0,29.40866,109.46647,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927932,Cengjiawan,Cengjiawan,CN,11,,,,P,PPLA4,0,29.42049,109.37507,Asia/Shanghai,2012-01-19,false,false,false,true,cities500
1927933,Longzui,Longzui,CN,11,4331,,,P,PPLA4,0,29.33425,109.36722,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927935,Xinzhaipo,Xinzhaipo,CN,11,4331,,,P,PPLA4,0,29.28478,109.42245,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927938,Shangdongjie,Shangdongjie,CN,11,4308,,,P,PPLA4,0,29.32972,109.98738,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927940,Xinchang,Xinchang,CN,11,4331,,,P,PPLA4,0,29.2581,109.73045,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927942,Chenzhouzhai,Chenzhouzhai,CN,11,4331,,,P,PPLA4,0,29.27342,109.4632,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927945,Luotache,Luotache,CN,11,4331,,,P,PPLA4,0,29.20868,109.52266,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927947,Laoxingchang,Laoxingchang,CN,11,4331,,,P,PPLA4,0,29.15584,109.34311,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927948,Guitangba,Guitangba,CN,11,4331,,,P,PPLA4,0,29.10922,109.25927,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927949,Fengxizhai,Fengxizhai,CN,11,4331,,,P,PPLA4,0,29.0069,109.44554,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927950,Mengxihu,Mengxihu,CN,11,4331,,,P,PPLA4,0,29.12196,109.47758,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927951,Xishaping,Xishaping,CN,11,4331,,,P,PPLA4,0,29.14257,109.5283,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927954,Liandonggang,Liandonggang,CN,11,4331,,,P,PPLA4,0,29.00751,109.88227,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927960,Guancangping,Guancangping,CN,11,4331,,,P,PPLA4,0,29.18216,109.91864,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927962,Yanbanpu,Yanbanpu,CN,11,4331,,,P,PPLA4,0,29.09146,109.83273,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
1927964,Cheping,Cheping,CN,11,4331,,,P,PPLA4,0,29.15444,110.0025,Asia/Shanghai,2021-09-20,false,false,false,true,cities500
